track_id,zcr.kurtosis.01,zcr.max.01,zcr.mean.01,zcr.median.01,zcr.min.01,zcr.skew.01,zcr.std.01
28362,5.7601876259,0.1572265625,0.028092287481,0.02001953125,0.001953125,2.3691663742,0.029650302604
21945,30.655155182,0.99755859375,0.091346345842,0.07080078125,0.0,4.5496401787,0.080030091107
12926,27.66028595,0.4345703125,0.042644292116,0.03515625,0.0009765625,4.5883431435,0.039719969034
21232,9.0374364853,0.3359375,0.055437728763,0.05029296875,0.0,2.032553196,0.03192955628
17132,15.800704956,0.4208984375,0.050421059132,0.046875,0.0,2.2374312878,0.028343727812
37015,63.992221832,0.626953125,0.029741663486,0.025390625,0.0,7.2504706383,0.03873353079
13439,48.341876984,0.4111328125,0.033719956875,0.02880859375,0.001953125,4.8943815231,0.024779845029
7852,59.345153809,0.458984375,0.060736302286,0.05810546875,0.00537109375,5.7645440102,0.028795905411
3498,8.3132743835,0.41845703125,0.054400127381,0.04931640625,0.0029296875,1.7531311512,0.030413137749
44103,91.908889771,0.75048828125,0.076257802546,0.07080078125,0.00390625,7.472381115,0.04362334311
1803,11.101445198,0.42138671875,0.058459859341,0.0498046875,0.0,2.4278533459,0.037443075329
38749,3.0887067318,0.19384765625,0.028906669468,0.02587890625,0.00439453125,1.0846666098,0.015176340938
35613,6.2724809647,0.392578125,0.070876412094,0.0556640625,0.00048828125,2.0874803066,0.050723746419
36729,1.3819782734,0.41357421875,0.17668184638,0.1796875,0.03271484375,-0.48348531127,0.04703944549
20571,2.8457274437,0.26806640625,0.046605594456,0.03564453125,0.0,1.6970404387,0.041918735951
28407,7.8590459824,0.48291015625,0.056312344968,0.0322265625,0.0,2.5149137974,0.067381002009
30917,11.05368042,0.28076171875,0.031755015254,0.02001953125,0.0,2.9018573761,0.038628801703
15208,7.3697724342,0.365234375,0.066764168441,0.0556640625,0.0,2.3613390923,0.048388376832
36123,6.7513532639,0.2890625,0.038332674652,0.03076171875,0.00048828125,2.1256766319,0.030694516376
17781,27.154462814,0.42041015625,0.034589786083,0.02734375,0.0,3.5750315189,0.026179034263
1685,95.186203003,0.759765625,0.0414699018,0.03271484375,0.0,8.6809864044,0.053068015724
71847,12.969471931,0.28466796875,0.041497521102,0.03759765625,0.001953125,2.5678193569,0.026889476925
23453,16.608131409,0.4765625,0.050251848996,0.029296875,0.001953125,3.5770585537,0.06331461668
32898,4.2708292007,0.50634765625,0.075344823301,0.05859375,0.0,1.725084424,0.061457455158
34664,10.473004341,0.384765625,0.050732601434,0.03515625,0.0,2.8921780586,0.047738362104
15364,447.74179077,0.41259765625,0.015312809497,0.01416015625,0.0,16.523952484,0.011928770691
14294,6.135324955,0.52880859375,0.088722683489,0.07763671875,0.00244140625,1.9741121531,0.063747659326
4385,1.7081116438,0.27294921875,0.069001831114,0.06396484375,0.0048828125,0.99357020855,0.035327281803
40840,32.160900116,0.4765625,0.044173695147,0.03564453125,0.0,4.5384383202,0.037765156478
38690,4.4758143425,0.54833984375,0.082270756364,0.06396484375,0.0,1.9008167982,0.069442562759
18619,54.498905182,0.3759765625,0.038330800831,0.03271484375,0.00634765625,5.9481945038,0.029330303892
49474,12.600193024,0.67578125,0.065691865981,0.0419921875,0.0,2.8623969555,0.063634313643
33270,0.74938935041,0.32421875,0.09210202843,0.091796875,0.0,0.42410847545,0.041557252407
14721,9.1756057739,0.54248046875,0.068679884076,0.056640625,0.0,2.257368803,0.049330141395
627,22.967353821,0.46142578125,0.042771913111,0.0380859375,0.0,3.8957238197,0.026929862797
13647,13.823516846,0.40380859375,0.051836479455,0.04248046875,0.0,2.8905906677,0.039921797812
6527,-0.19071404636,0.24365234375,0.068151734769,0.0703125,0.0029296875,-0.11425317824,0.030949886888
97138,2.329572916,0.3388671875,0.051846757531,0.0517578125,0.001953125,0.84472566843,0.032264422625
30615,4.3391709328,0.2978515625,0.07166685164,0.065185546875,0.00390625,1.7141939402,0.038811240345
65892,16.795946121,0.33154296875,0.02779716067,0.017578125,0.00244140625,3.4850959778,0.032096680254
31342,11.948787689,0.3642578125,0.057645216584,0.05419921875,0.00244140625,1.8968895674,0.025981351733
9844,2.4810106754,0.27783203125,0.059609826654,0.05126953125,0.0078125,1.3782624006,0.032473348081
14525,3.5041670799,0.453125,0.088782705367,0.06982421875,0.0,1.7848081589,0.076960615814
22096,2.6248049736,0.2373046875,0.045918121934,0.03662109375,0.00439453125,1.4034507275,0.032363019884
75386,6.7149381638,0.486328125,0.080594345927,0.064453125,0.001953125,2.2628438473,0.068826667964
36126,18.476343155,0.2265625,0.026959445328,0.01953125,0.001953125,3.7123761177,0.025374757126
22235,7.0801782608,0.2880859375,0.040979340672,0.03369140625,0.00244140625,2.1168861389,0.030721096322
48014,44.235630035,0.3291015625,0.032202135772,0.02783203125,0.0,5.3937525749,0.021953374147
123429,3.1136934757,0.21435546875,0.049965377897,0.044921875,0.00439453125,1.3131155968,0.024769000709
50831,12.493522644,0.47802734375,0.060558058321,0.04833984375,0.0,2.7654633522,0.047047547996
38788,4.0548195839,0.4404296875,0.059349149466,0.04541015625,0.0,1.6656985283,0.058181107044
617,15.270305634,0.5283203125,0.040755506605,0.01953125,0.0,3.594758749,0.061074521393
33256,15.504238129,0.6591796875,0.067482203245,0.05078125,0.0029296875,3.3165757656,0.063978806138
110751,5.8707494736,0.3349609375,0.047918945551,0.03466796875,0.0,2.178483963,0.043724823743
14175,6.3540892601,0.4208984375,0.056215528399,0.0390625,0.0029296875,2.069047451,0.048989906907
27606,61.49010849,0.6533203125,0.061503432691,0.05322265625,0.001953125,6.0763335228,0.047478180379
3605,6.547668457,0.408203125,0.071013346314,0.06396484375,0.00634765625,1.8918163776,0.042817175388
36991,9.6853246689,0.10693359375,0.012581005692,0.0078125,0.0,2.8219771385,0.013660321012
25368,28.783185959,0.4462890625,0.030801452696,0.02099609375,0.00048828125,4.2408208847,0.036332655698
91716,6.2821359634,0.39306640625,0.070690080523,0.05322265625,0.0,2.4610426426,0.062305293977
50334,18.956443787,0.19970703125,0.019112171605,0.017578125,0.0,2.8836584091,0.01005573757
14994,10.289300919,0.50732421875,0.052432484925,0.03271484375,0.0,2.877250433,0.068601757288
8497,17.032463074,0.380859375,0.071933731437,0.06982421875,0.01025390625,1.9635654688,0.021872807294
19924,1.6172838211,0.74365234375,0.1239715144,0.05322265625,0.0,1.7116757631,0.16257475317
36990,20.6171875,0.1669921875,0.017993647605,0.01416015625,0.0,3.486743927,0.012314802036
11758,95.512283325,0.4150390625,0.028230754659,0.0234375,0.00048828125,9.5987968445,0.035479862243
14337,12.761569977,0.404296875,0.045320428908,0.0361328125,0.00341796875,2.7715411186,0.034175474197
14822,14.825031281,0.33837890625,0.024608697742,0.01318359375,0.0,2.7545127869,0.029865957797
23040,1.7516419888,0.62939453125,0.1249717623,0.09326171875,0.0,1.4189376831,0.10853806883
